Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
AAL,"American Airlines Gp",13.32,0,0.00%,13.1,13.5,12.88,31616292,"11:25 ET"
AAON,"Aaon Inc",54.28,0.61,+1.14%,53.36,54.32,53.27,24832,"11:23 ET"
AAPL,"Apple Inc",365.53,3.75,+1.04%,360.08,365.88,359.55,10702472,"11:25 ET"
AAWW,"Atlas Air Ww",42.21,1.71,+4.22%,40.61,42.4,40.61,92118,"11:24 ET"
AAXN,"Axon Inc",99.96,4.16,+4.34%,95.2,100.65,95.2,385830,"11:23 ET"
ABCB,"Ameris Bancorp",23.68,0.28,+1.20%,23.26,23.98,23.01,46755,"11:25 ET"
ABMD,"Abiomed Inc",240.4,0.18000000000001,+0.07%,240.08,240.91,237.18,59520,"11:24 ET"
ABUS,"Arbutus Biopharma Cp",1.9,-0.02,-1.04%,1.91,1.92,1.86,190083,"11:19 ET"
ACAD,"Acadia Pharmaceutica",48.43,0.27,+0.56%,48.5,48.71,47.77,300212,"11:25 ET"
ACGL,"Arch Capital Grp Ltd",28.74,0.37,+1.30%,28.16,28.81,28.16,217991,"11:25 ET"
ACHC,"Acadia Healthcr Company",24.84,-0.080000000000002,-0.32%,24.75,25.18,24.39,168288,"11:24 ET"
ACIA,"Acacia Communica",67.4,-0.55,-0.81%,67.9,67.93,67.37,222504,"11:25 ET"
ACIW,"Aci Worldwide Inc",27.45,1,+3.78%,26.42,27.87,26.42,116918,"11:23 ET"
ACLS,"Axcelis Tech Inc",28.04,1.15,+4.28%,26.93,28.04,26.93,98960,"11:25 ET"
ACRS,"Aclaris Therapts",1.6312,0.0312,+1.95%,1.58,1.64,1.56,86220,"11:08 ET"
ACRX,"Acelrx Pharmaceutica",1.21,0.0050000000000001,+0.41%,1.2,1.22,1.18,226363,"11:14 ET"
ADBE,"Adobe Systems Inc",430.87,6.67,+1.57%,426.68,431.33,423.31,639388,"11:25 ET"
ADI,"Analog Devices",121.72,2.72,+2.29%,119.52,121.92,117,525929,"11:24 ET"
ADMA,"Adma Biologics",2.93,-0.02,-0.68%,2.93,2.96,2.89,810690,"11:23 ET"
ADMP,"Adamis Pharmaceuticl",0.5552,-0.017,-2.97%,0.572,0.5796,0.555,419092,"11:09 ET"
ADP,"Automatic Data Procs",148.39,2.01,+1.37%,147.45,148.64,146.1,214182,"11:25 ET"
ADPT,"Adaptive Biotechnologies Corp",47.68,1.62,+3.52%,46.21,47.74,45.74,203208,"11:25 ET"
ADRO,"Aduro Biotech",2.32,0.08,+3.57%,2.22,2.36,2.2,349261,"11:24 ET"
ADSK,"Autodesk Inc",237.74,5.57,+2.40%,232.95,237.88,231.2,257505,"11:25 ET"
ADUS,"Addus Homecare Corp",90.87,-0.44,-0.48%,90.97,91.74,90.09,7104,"11:07 ET"
AEGN,"Aegion Corp",15.82,0.52,+3.40%,15.23,15.94,15.23,12513,"11:21 ET"
AEIS,"Advanced Energy",67.24,1.87,+2.86%,65.49,67.68,65.36,43257,"11:24 ET"
AERI,"Aerie Pharmaceuticals",14.59,-0.32,-2.15%,14.88,14.88,14.18,111950,"11:22 ET"
AFIN,"American Finance Trust Inc Cl A",8.11,0.24,+3.05%,7.71,8.11,7.71,58484,"11:19 ET"
AFYA,"Afya Ltd Cl A",22.75,0.09,+0.40%,22.65,22.75,22.42,9023,"11:22 ET"
AGFS,"Agrofresh Solutions",3,-0.05,-1.64%,3,3.04,2.91,61870,"11:19 ET"
AGIO,"Agios Pharmaceuticals",52.45,-0.57,-1.08%,52.88,53.83,51.82,73508,"11:25 ET"
AGNC,"American Capital Age",13.01,0.08,+0.62%,12.88,13.03,12.74,1471956,"11:23 ET"
AIMC,"Altra Indtl Mtn",30.89,0.060000000000002,+0.19%,30.37,31.07,30.31,71143,"11:20 ET"
AIMT,"Aimmune Therap",16.84,-0.43,-2.49%,17.17,17.27,16.58,230320,"11:24 ET"
AKAM,"Akamai Technologies",105.92,0.93000000000001,+0.89%,105.38,106.45,105.11,361439,"11:25 ET"
AKBA,"Akebia Therapeutics",13.05,0.35,+2.76%,12.67,13.1,12.35,581823,"11:25 ET"
AKCA,"Akcea Therapeutics Inc",14.24,-0.039999999999999,-0.28%,14.19,14.3,13.84,92453,"11:16 ET"
ALDX,"Aldeyra Therapeu",4.17,-0.04,-0.96%,4.3,4.33,4.06,177358,"11:23 ET"
ALEC,"Alector Inc",24.1,0.6,+2.55%,23.41,24.26,23.21,117095,"11:25 ET"
ALGN,"Align Technology",272.48,6,+2.25%,266.67,273.02,264.32,177900,"11:23 ET"
ALGT,"Allegiant Travel Com",111.22,-0.41,-0.37%,110.23,111.63,106.94,48536,"11:23 ET"
ALKS,"Alkermes Plc",19.02,-0.33,-1.71%,19.38,19.41,19,132250,"11:20 ET"
ALLK,"Allakos Inc",73.37,0.59,+0.81%,72.87,74.11,72.13,90060,"11:24 ET"
ALLO,"Allogene Therapeutics Inc",42.49,0.63,+1.51%,41.72,42.62,41.16,142193,"11:23 ET"
ALNA,"Allena Pharmaceuticals Inc",1.575,0.055,+3.62%,1.52,1.59,1.52,178960,"11:24 ET"
ALNY,"Alnylam Pharmaceuticals",151.32,3.41,+2.31%,148.14,151.37,146.09,101146,"11:24 ET"
ALRM,Alarm.com,64.63,0.87,+1.36%,63.63,64.96,63.45,91328,"11:21 ET"
ALRN,"Aileron Therapeutics Inc",1.19,0.01,+0.85%,1.22,1.22,1.15,118821,"11:23 ET"
ALTM,"Altus Midstream Company",0.6,-0.0098,-1.61%,0.5641,0.6043,0.55,289732,"11:01 ET"
ALTR,"Altair Engineering Inc Cl A",39.6,0.81,+2.09%,38.83,39.7,38.23,17112,"11:23 ET"
ALXN,"Alexion Pharm Inc",111.89,0.67,+0.60%,110.99,112.26,110.7,471137,"11:25 ET"
AMAT,"Applied Materials",60.47,1.41,+2.39%,59.12,60.94,59.07,1982493,"11:25 ET"
AMBA,"Ambarella Inc",45.81,1.37,+3.08%,44.29,45.81,44.29,63179,"11:21 ET"
AMCX,"Amc Networks Cl A",23.44,0.02,+0.09%,23.18,23.78,23.02,117693,"11:23 ET"
AMD,"Adv Micro Devices",52.25,1.97,+3.92%,51.16,52.61,50.82,18648819,"11:25 ET"
AMED,"Amedisys Inc",197.6,0.13,+0.07%,197.39,201.51,195.91,127819,"11:23 ET"
AMGN,"Amgen Inc",233.41,1.85,+0.80%,233.31,233.71,231.55,391159,"11:25 ET"
AMKR,"Amkor Technology",12.27,0.39,+3.28%,11.9,12.28,11.9,222532,"11:25 ET"
AMPH,"Amphastar Pharma",22.3,0.18,+0.81%,22.04,22.34,21.82,47409,"11:22 ET"
AMRN,"Amarin Corp Ads",6.84,0.12,+1.79%,6.71,6.86,6.64,887568,"11:23 ET"
AMSF,"Amerisafe Inc",61.54,0.59,+0.97%,60.97,61.82,60.97,4685,"11:10 ET"
AMTD,"TD Ameritrade HD",36.02,0.63,+1.78%,35.18,36.14,35.09,1582318,"11:25 ET"
AMWD,"Amer Woodmark Cp",73.85,1.13,+1.55%,71.98,74.19,70.31,18646,"11:17 ET"
AMZN,"Amazon.com Inc",2730.85,50.47,+1.88%,2685.06,2736.23,2675,1114957,"11:24 ET"
ANAT,"Amer Natl Insurance",72,0.84999999999999,+1.19%,70.88,72.01,70.88,5871,"11:05 ET"
ANSS,"Ansys Inc",288.62,6.49,+2.30%,282.69,288.72,279.99,66414,"11:25 ET"
APLS,"Apellis Pharmaceuticals Inc",31.94,1.17,+3.80%,30.6,32.02,30.36,168594,"11:24 ET"
APLT,"Applied Therapeutics Inc",34.38,-1.19,-3.35%,35.6,35.6,33.89,28636,"11:22 ET"
APOG,"Apogee Entrpr Inc",23.49,-0.080000000000002,-0.34%,23.47,24.12,22.79,43649,"11:23 ET"
APPF,"Appfolio Cl A",161.43,1.09,+0.68%,160.24,162.84,158.83,22917,"11:18 ET"
APPN,"Appian Corp Cl A",50.98,0.86,+1.72%,49.75,51.38,49.75,139248,"11:24 ET"
ARCB,"Arcbest Corp",25.99,0.57,+2.24%,25.31,26.19,25.31,44955,"11:24 ET"
ARCE,"Arco Platform Ltd Cl A",42.68,-0.38,-0.88%,43.25,43.25,42.36,5387,"10:58 ET"
ARGX,"Argenx Se Ads",223.79,0.5,+0.22%,223.33,223.88,220.84,49587,"11:22 ET"
ARLP,"Alliance Resource Pt",3.34,-0.06,-1.76%,3.36,3.39,3.31,239171,"11:10 ET"
ARNA,"Arena Pharmaceuticals",62.78,0.009999999999998,+0.02%,62.45,63,61.46,124687,"11:22 ET"
ARVN,"Arvinas Inc",32.45,0.5,+1.56%,31.94,32.55,31.51,52893,"11:21 ET"
ARWR,"Arrowhead Pharma",42.32,-0.28,-0.66%,42.61,42.93,41.3,238091,"11:24 ET"
ASML,"Asml Hld NY Reg",368.15,3.34,+0.92%,362.22,368.22,361.9,266396,"11:24 ET"
ASND,"Ascendis Pharma Ads",144.5,-0.71000000000001,-0.49%,145,146.1,143.01,11220,"11:05 ET"
ASRT,"Assertio Therapeutics Inc",0.8569,-0.0131,-1.51%,0.8599,0.8599,0.8201,130757,"11:20 ET"
ATEX,Pdvwireless,43.95,-0.5,-1.12%,44.24,44.83,43.64,44460,"11:22 ET"
ATNI,"Atn International",60.92,2.56,+4.39%,58.38,61.17,58.38,6351,"11:23 ET"
ATNX,"Athenex Inc",13.5,0.11,+0.82%,13.31,13.52,13.12,60976,"11:25 ET"
ATRA,"Atara Biotherap",13.97,0.13,+0.94%,14.02,14.51,13.91,648054,"11:24 ET"
ATRC,"Atricure Inc",44.56,0.060000000000002,+0.13%,44.29,44.62,44.04,36087,"11:23 ET"
ATRI,"Atrion Corp",637.5,4.5,+0.71%,626.16,637.5,626.16,380,"11:15 ET"
ATSG,"Air Transport",21.99,0.62,+2.90%,21.3,22.02,21.27,107105,"11:25 ET"
ATVI,"Activision Blizzard",76.19,0.69,+0.91%,75.69,76.43,75.4,1656356,"11:25 ET"
AUB,"Atlantic Union Bancshares Corp",23.07,0.42,+1.85%,22.38,23.18,22.13,39352,"11:23 ET"
AVAV,"Aerovironment Inc",79.91,1.59,+2.03%,78.3,79.91,77.33,45855,"11:23 ET"
AVGO,"Broadcom Ltd",314.35,4.5700000000001,+1.48%,309.95,315.5,306.75,578530,"11:25 ET"
AVRO,"Avrobio Inc",17.29,-0.27,-1.54%,17.25,17.41,17.1,21159,"11:17 ET"
AVT,"Avnet Inc",27.89,0.82,+3.03%,27.08,27.9,26.76,138014,"11:23 ET"
AXDX,"Accelerate Diagnosti",15.19,0.74,+5.12%,14.62,15.19,14.45,201866,"11:21 ET"
AXGT,"Axovant Sciences Ltd",2.87,-0.0099999999999998,-0.35%,2.89,2.89,2.81,22257,"11:06 ET"
AXSM,"Axsome Thera",81.73,5.37,+7.03%,77.51,81.73,77,266419,"11:23 ET"
AY,"Atlantica Yield Plc",28.98,0.14,+0.49%,28.86,29.14,28.81,119229,"11:10 ET"
AZPN,"Aspen Technology",102.83,-0.61,-0.59%,103.29,103.51,100.83,63248,"11:24 ET"
BAND,"Bandwidth Inc",127.08,1.26,+1.00%,125.89,128.45,124.4,28971,"11:20 ET"
BANF,"Bancfirst Corp",39.92,0.88,+2.25%,38.81,39.92,38.81,16216,"11:23 ET"
BANR,"Banner Corp",38.39,1.06,+2.84%,36.99,38.47,36.79,40323,"11:20 ET"
BATRK,"Liberty Braves CS C",19.23,0.47,+2.51%,18.69,19.36,18.59,40514,"11:24 ET"
BBBY,"Bed Bath & Beyond",10.6,-0.22,-2.03%,10.7,11.35,10.44,3579540,"11:25 ET"
BBIO,"Bridgebio Pharma Inc",33.05,0.45999999999999,+1.41%,32.54,33.1,32.23,44304,"11:23 ET"
BCOR,"Blucora Inc",11.45,0.49,+4.47%,10.96,11.47,10.74,150500,"11:24 ET"
BCPC,"Balchem Cp",94.94,0.61,+0.65%,94.2,95.17,93.39,18890,"11:20 ET"
BCRX,"Biocryst Pharma Inc",4.71,-0.27,-5.42%,4.9,4.96,4.59,3038484,"11:25 ET"
BDGE,"Bridge Bancorp Inc",22.78,0.53,+2.38%,22.01,22.78,22.01,3403,"11:21 ET"
BEAT,"Biotelemetry Inc",44.87,0.47,+1.06%,44.34,45,43.55,52188,"11:25 ET"
BECN,"Beacon Roofing Suppl",26.63,0.59,+2.27%,25.64,26.68,25.52,71238,"11:25 ET"
BGCP,"Bgc Partners Cl A",2.71,-0.05,-1.81%,2.75,2.79,2.68,548683,"11:24 ET"
BGNE,"Beigene Ltd Ads",183.99,-5.21,-2.75%,185.93,188.94,181.17,75175,"11:23 ET"
BHF,"Brighthouse Financial Inc",27.57,0.6,+2.22%,26.66,27.65,26.66,189265,"11:25 ET"
BIDU,"Baidu Inc",121.22,-0.070000000000007,-0.06%,120.35,121.98,120.12,501150,"11:25 ET"
BIIB,"Biogen Inc",265.19,4.84,+1.86%,260.95,265.86,260.35,233452,"11:24 ET"
BILI,"Bilibili Inc ADR",47.42,1.92,+4.22%,45.3,47.92,45.3,2966890,"11:25 ET"
BKEP,"Blueknight Energy LP",1.3591,-0.0109,-0.80%,1.4,1.4,1.35,38467,"10:53 ET"
BKNG,"Booking Holdings Inc",1585.13,-8.0899999999999,-0.51%,1583.9,1596.68,1566.42,56191,"11:23 ET"
BL,"Blackline Inc",82.93,0.15000000000001,+0.18%,83.02,83.3,82.02,63373,"11:21 ET"
BLCM,"Bellicum Pharma Comm",7.45,-0.09,-1.19%,7.46,7.55,7.42,11014,"11:14 ET"
BLDR,"Builders Firstsource",20.57,0.11,+0.54%,20.38,20.58,20.06,91231,"11:25 ET"
BLKB,"Blackbaud Inc",57.95,0.83000000000001,+1.45%,57.17,58.47,56.58,51072,"11:21 ET"
BLMN,"Bloomin' Brands Inc",10.61,0.0099999999999998,+0.09%,10.38,10.65,10.09,864961,"11:25 ET"
BLUE,"Bluebird Bio",61.5,1.41,+2.35%,60.35,61.56,59.84,132799,"11:23 ET"
BMCH,"Bmc Stock Holdings",25.08,0.25,+1.01%,24.69,25.08,24.41,42858,"11:21 ET"
BMRN,"Biomarin Pharmaceuticals",123.16,0.97999999999999,+0.80%,122.19,123.32,121.04,160330,"11:25 ET"
BNGO,"Bionano Genomics Inc",0.4824,0.0124,+2.64%,0.48,0.49,0.46,3678658,"11:23 ET"
BOKF,"Bok Financial Corp",56.16,1.44,+2.63%,54.4,56.51,53.99,48751,"11:23 ET"
BPFH,"Boston Pvt Finl Hld",6.88,0.2,+2.99%,6.64,6.9,6.64,101455,"11:24 ET"
BPMC,"Blueprint Medicines Corp",76.81,0.26000000000001,+0.34%,76.51,77.18,75.53,84787,"11:23 ET"
BPOP,"Popular Inc",37.25,0.26,+0.70%,36.61,37.33,36.58,66154,"11:24 ET"
BPYU,"Brookfield Property REIT Inc",10.06,-0.12,-1.18%,10.41,10.5,10.01,226188,"11:24 ET"
BRID,"Bridgford Foods Cp",16.38,-0.52,-3.08%,16.36,16.38,16.36,251,"10:44 ET"
BRKL,"Brookline Bancorp",10.02,0.13,+1.31%,9.83,10.07,9.51,38357,"11:23 ET"
BRKR,"Bruker Corp",40.12,0.84999999999999,+2.16%,39.64,40.29,39.45,98535,"11:23 ET"
BRKS,"Brooks Automation",43.85,0.96,+2.24%,42.97,43.96,42.82,135561,"11:24 ET"
BUSE,"First Busey Corp",18.57,0.32,+1.75%,18.14,18.62,18.11,21268,"11:24 ET"
BYND,"Beyond Meat Inc",133.46,1.91,+1.45%,132.79,136.61,130.55,2201143,"11:25 ET"
BYSI,"Beyondspring Inc",15.18,0.46,+3.12%,14.5,15.42,14.5,37283,"11:23 ET"
BZUN,"Baozun Inc Ads",39,0.53,+1.38%,38.77,39.38,38.3,230851,"11:17 ET"
CAC,"Camden Natl Cp",34.35,0.79,+2.35%,33.14,34.52,33.14,4307,"11:08 ET"
CACC,"Credit Acceptance",421.04,0.88,+0.21%,408.87,425.46,408.87,74443,"11:22 ET"
CAKE,"Cheesecake Fact",22.97,0.23,+1.01%,22.69,23.18,22.15,1175527,"11:23 ET"
CALM,"Cal-Maine Foods IN",45,1.02,+2.32%,44.01,45.3,44.01,110376,"11:23 ET"
CAR,"Avis Budget Group",23.33,0.62,+2.73%,22.74,23.48,22.05,1084621,"11:24 ET"
CARG,"Cargurus Inc Cl A",25.14,0.64,+2.61%,24.32,25.14,24.27,184372,"11:24 ET"
CASH,"Meta Financial Group",18.07,0.16,+0.89%,17.78,18.29,17.56,46894,"11:23 ET"
CASS,"Cass Information Sys",38.45,0.050000000000004,+0.13%,38.36,38.72,37.86,9038,"11:18 ET"
CASY,"Casey's General Stor",147.67,-0.72,-0.49%,147.47,148,146.93,34646,"11:21 ET"
CATM,"Cardtronics Inc",24.74,0.61,+2.53%,24.24,24.74,23.75,49390,"11:25 ET"
CATY,"Cathay Genl Bncp",26.11,0.16,+0.62%,25.79,26.52,25.74,80693,"11:24 ET"
CBAY,"Cymabay Therapeutics",3.52,-0.04,-1.12%,3.59,3.67,3.44,412401,"11:25 ET"
CBPO,"China Biologic Produ",103.89,0.90000000000001,+0.87%,102.35,105.04,102.35,44476,"11:22 ET"
CBRL,"Cracker Barrel",110.24,0.92999999999999,+0.85%,108.34,110.44,107.01,87326,"11:23 ET"
CBSH,"Commerce Bancshares",59.41,0.91999999999999,+1.57%,57.75,59.54,57.66,58903,"11:25 ET"
CCLP,"CSI Compressco",0.72,-0.01,-1.37%,0.72,0.7246,0.69,28533,"11:23 ET"
CCMP,"Cabot Microelectron",138.26,4.45,+3.33%,133.33,138.41,132.62,25989,"11:23 ET"
CCOI,"Cogent Comm Hlds",76.42,-1.9,-2.43%,78.11,78.15,76.29,81461,"11:22 ET"
CCXI,"Chemocentryx Inc",55.08,0.36,+0.66%,54.38,55.15,53.01,150003,"11:24 ET"
CDEV,"Centennial Resource Development Inc",0.9095,-0.0405,-4.26%,0.9442,0.9475,0.89,4146202,"11:25 ET"
CDK,"Cdk Global Inc",41.25,0.22,+0.54%,40.79,41.33,40.66,74229,"11:20 ET"
CDLX,"Cardlytics Inc",68.18,-1.43,-2.05%,69.51,69.69,67.54,77127,"11:21 ET"
CDNA,"Caredx Inc",34.36,0.22,+0.64%,34.15,34.52,33.43,103581,"11:25 ET"
CDNS,"Cadence Design Sys",95.43,1.4,+1.49%,94.45,95.68,94.03,379566,"11:24 ET"
CDW,"CDW Corp",115.15,1.15,+1.01%,113.6,116,112.5,181810,"11:23 ET"
CENTA,"Central Garden & Pet",33.76,-0.3,-0.88%,34.07,34.34,33.65,19986,"11:25 ET"
CERN,"Cerner Corp",68.06,0.12,+0.18%,68.06,68.56,67.37,386749,"11:25 ET"
CFFN,"Capitol Fed Finl Inc",11,-0.029999999999999,-0.27%,10.85,11,10.8,71381,"11:23 ET"
CG,"The Carlyle Group",27.63,0.34,+1.25%,27.36,27.81,27.17,307718,"11:23 ET"
CGNX,"Cognex Cp",59.73,1.06,+1.81%,58.93,59.91,58.8,364372,"11:24 ET"
CHCO,"City Holding Company",65.54,2.01,+3.16%,62.69,65.89,62.69,26374,"11:24 ET"
CHDN,"Churchill Downs IN",133.64,0.91,+0.69%,131.25,133.64,130.55,44179,"11:22 ET"
CHKP,"Check Point Software",107.35,1,+0.94%,106.53,107.59,105.85,111284,"11:17 ET"
CHNG,"Change Healthcare Inc",11.04,-0.030000000000001,-0.27%,11.03,11.2,10.93,523368,"11:24 ET"
CHRS,"Coherus Bio",17.65,0.32,+1.85%,17.3,17.67,17.12,122310,"11:25 ET"
CHRW,"C.H. Robinson Ww",79.16,1.4,+1.80%,77.79,79.19,77.36,347366,"11:25 ET"
CHTR,"Charter Communicatio",506.71,-2.51,-0.49%,509.63,510.88,497.71,394413,"11:24 ET"
CINF,"Cincinnati Financial",64.15,0.40000000000001,+0.63%,62.96,64.32,62.96,154867,"11:25 ET"
CLLS,"Cellectis S.A. ADR",18.09,0.15,+0.84%,17.69,18.09,17.67,37689,"11:18 ET"
CLNE,"Clean Energy Fuels",2.19,0.01,+0.46%,2.19,2.22,2.16,220212,"11:21 ET"
CMCO,"Columbus Mckinnon",33.05,0.98,+3.06%,32.05,33.18,31.83,14566,"11:08 ET"
CMCSA,"Comcast Corp A",38.83,-0.11,-0.28%,38.5,38.89,38.12,5034643,"11:25 ET"
CME,"CME Group Inc",162.82,0.81,+0.50%,163.45,164.21,161.98,658649,"11:25 ET"
CMPR,"Cimpress N.V. Ord",75.74,-7,-8.46%,82.22,82.72,74.52,166797,"11:23 ET"
CMRX,"Chimerix Inc",3.12,-0.0099999999999998,-0.32%,3.12,3.16,3.02,173761,"11:18 ET"
CNOB,"Connectone Bancorp",15.99,0.39,+2.50%,15.45,16.01,15.22,28050,"11:23 ET"
CNSL,"Consolidated Communications Holdings Inc",6.64,0.25,+3.91%,6.37,6.64,6.37,48406,"11:22 ET"
CNST,"Constellation Pharmaceuticals Inc",28.6,-0.029999999999998,-0.10%,28.73,28.73,27.69,61841,"11:24 ET"
CNXN,"PC Connection Inc",47.41,0.26,+0.55%,47.21,47.65,46.91,11479,"11:22 ET"
COHR,"Coherent Inc",132.54,0.25999999999999,+0.20%,132.17,134.57,131.92,27302,"11:15 ET"
COKE,"Coca Cola Bot Cons",231.05,-0.75999999999999,-0.33%,230.6,232.99,228,2369,"11:20 ET"
COLB,"Columbia Banking Sys",28.35,0.65,+2.35%,27.42,28.41,27.42,36155,"11:21 ET"
